dataset	snapshot	subject	acquisition	relative_path	official_bytes	local_bytes	official_sha256	local_sha256	size_match	sha256_match	status	official_pointer_url
ds005555	1.1.1	sub-122	headband	sub-122/eeg/sub-122_task-Sleep_acq-headband_eeg.edf	40370176	40370176	fdb1497794a26ffc54a5fca845a8314c0afc298be8e35ca6bbe890c67fefed7f	fdb1497794a26ffc54a5fca845a8314c0afc298be8e35ca6bbe890c67fefed7f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-122/eeg/sub-122_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-122	psg	sub-122/eeg/sub-122_task-Sleep_acq-psg_eeg.edf	201849856	201849856	b08534c616517f4b16193f979bdc12323f017181ee6adf5223afbb37d6a3b817	b08534c616517f4b16193f979bdc12323f017181ee6adf5223afbb37d6a3b817	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-122/eeg/sub-122_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-123	headband	sub-123/eeg/sub-123_task-Sleep_acq-headband_eeg.edf	40534528	40534528	01bf231b5ceb7747de19b892a91d15f6eef7dcb003e03bc8f972c5e7117ba3a7	01bf231b5ceb7747de19b892a91d15f6eef7dcb003e03bc8f972c5e7117ba3a7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-123/eeg/sub-123_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-123	psg	sub-123/eeg/sub-123_task-Sleep_acq-psg_eeg.edf	202671616	202671616	ccf0b4ad913f6e0650b8f9d062c51105b9307affd9558ba0227c96cb392669d6	ccf0b4ad913f6e0650b8f9d062c51105b9307affd9558ba0227c96cb392669d6	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-123/eeg/sub-123_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-124	headband	sub-124/eeg/sub-124_task-Sleep_acq-headband_eeg.edf	122907136	122907136	cab08ffcc616cbdf3cac3cf0f6d3197165d016998c110faece6837292e63cb15	cab08ffcc616cbdf3cac3cf0f6d3197165d016998c110faece6837292e63cb15	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-124/eeg/sub-124_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-124	psg	sub-124/eeg/sub-124_task-Sleep_acq-psg_eeg.edf	204845056	204845056	3c8ce9beceee414d7fee6dbb16d5a1e7b36b0dfbc0a17b45b540a20c7b5805c4	3c8ce9beceee414d7fee6dbb16d5a1e7b36b0dfbc0a17b45b540a20c7b5805c4	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-124/eeg/sub-124_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-125	headband	sub-125/eeg/sub-125_task-Sleep_acq-headband_eeg.edf	135159808	135159808	a47a43d4841fd00055cbac79d982b0136689177bafc2272d01ac3c316842fa7e	a47a43d4841fd00055cbac79d982b0136689177bafc2272d01ac3c316842fa7e	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-125/eeg/sub-125_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-125	psg	sub-125/eeg/sub-125_task-Sleep_acq-psg_eeg.edf	240283904	240283904	8f20f697aa2943c516d7c0a8a6e3674edc8b8bf1067f74cfa8383cfaae1e4b62	8f20f697aa2943c516d7c0a8a6e3674edc8b8bf1067f74cfa8383cfaae1e4b62	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-125/eeg/sub-125_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-126	headband	sub-126/eeg/sub-126_task-Sleep_acq-headband_eeg.edf	40136704	40136704	8e0276dfb5769f1fd9697a23aba87cd285664f8392a0095723f7427b11ab1f9f	8e0276dfb5769f1fd9697a23aba87cd285664f8392a0095723f7427b11ab1f9f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-126/eeg/sub-126_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-126	psg	sub-126/eeg/sub-126_task-Sleep_acq-psg_eeg.edf	120409600	120409600	954091a582a6b0fed7dd0be7b6085255a456e57397b36c84aecad20fe0d7e274	954091a582a6b0fed7dd0be7b6085255a456e57397b36c84aecad20fe0d7e274	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-126/eeg/sub-126_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-127	headband	sub-127/eeg/sub-127_task-Sleep_acq-headband_eeg.edf	38348800	38348800	af2c0b2ec60609c9380afd74242d306ce74012343d9c2124a1354f1988ec2ec7	af2c0b2ec60609c9380afd74242d306ce74012343d9c2124a1354f1988ec2ec7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-127/eeg/sub-127_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-127	psg	sub-127/eeg/sub-127_task-Sleep_acq-psg_eeg.edf	191742976	191742976	fcf6755fb95bde19ebdce3a2f7cc343abcc4b7d3c7aaa0a237eac90400aa767a	fcf6755fb95bde19ebdce3a2f7cc343abcc4b7d3c7aaa0a237eac90400aa767a	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-127/eeg/sub-127_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-128	headband	sub-128/eeg/sub-128_task-Sleep_acq-headband_eeg.edf	37860352	37860352	472a09c04615b1674acc69603e7f9a1b518e7c25a9302853ceda1788821c7e52	472a09c04615b1674acc69603e7f9a1b518e7c25a9302853ceda1788821c7e52	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-128/eeg/sub-128_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-128	psg	sub-128/eeg/sub-128_task-Sleep_acq-psg_eeg.edf	113580544	113580544	8d2e3b9aacb479375093a3850562ef95f6a4c64f3c1f469c3a0c789a25f7285d	8d2e3b9aacb479375093a3850562ef95f6a4c64f3c1f469c3a0c789a25f7285d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-128/eeg/sub-128_task-Sleep_acq-psg_eeg.edf
