model	partition	membership	threshold	subject	pid	tolerance_sec	reference_events	predicted_events	ignored_reference_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
LC-1	train_oof	expanded	0.99	sub-92	59	15.0	3	14	0	2	12	1	0	8.175	0.14285714285714285	0.6666666666666666	0.23529411764705882	1.4678899082568806
LC-1	train_oof	expanded	0.99	sub-93	60	15.0	3	2	0	0	2	3	0	7.258333333333334	0.0	0.0	0.0	0.2755453501722158
LC-1	train_oof	expanded	0.99	sub-94	61	15.0	2	6	0	1	5	1	0	8.316666666666666	0.16666666666666666	0.5	0.25	0.6012024048096193
LC-1	train_oof	expanded	0.99	sub-95	62	15.0	6	5	0	2	3	4	0	8.133333333333333	0.4	0.3333333333333333	0.36363636363636365	0.36885245901639346
LC-1	train_oof	expanded	0.99	sub-96	63	15.0	4	15	0	1	14	3	0	8.033333333333333	0.06666666666666667	0.25	0.10526315789473684	1.7427385892116183
LC-1	train_oof	expanded	0.99	sub-98	65	15.0	7	34	0	6	28	1	0	7.45	0.17647058823529413	0.8571428571428571	0.2926829268292683	3.7583892617449663
LC-1	train_oof	expanded	0.99	sub-99	66	15.0	0	2	0	0	2	0	0	8.708333333333334	0.0		0.0	0.2296650717703349
LC-1	train_oof	expanded	0.99	sub-10	91	45.0	0	2	0	0	2	0	0	8.216666666666667	0.0		0.0	0.2434077079107505
LC-1	train_oof	expanded	0.99	sub-100	67	45.0	5	4	0	3	1	2	0	8.241666666666667	0.75	0.6	0.6666666666666666	0.12133468149646107
LC-1	train_oof	expanded	0.99	sub-101	68	45.0	5	2	0	1	1	4	0	7.733333333333333	0.5	0.2	0.2857142857142857	0.12931034482758622
LC-1	train_oof	expanded	0.99	sub-103	71	45.0	0	1	0	0	1	0	0	7.091666666666667	0.0		0.0	0.1410105757931845
LC-1	train_oof	expanded	0.99	sub-104	72	45.0	2	1	0	1	0	1	0	6.933333333333334	1.0	0.5	0.6666666666666666	0.0
LC-1	train_oof	expanded	0.99	sub-107	75	45.0	1	10	0	1	9	0	0	7.875	0.1	1.0	0.18181818181818182	1.1428571428571428
LC-1	train_oof	expanded	0.99	sub-108	76	45.0	2	7	0	1	6	1	0	8.058333333333334	0.14285714285714285	0.5	0.2222222222222222	0.7445708376421923
LC-1	train_oof	expanded	0.99	sub-109	96	45.0	5	1	0	1	0	4	0	6.966666666666667	1.0	0.2	0.3333333333333333	0.0
LC-1	train_oof	expanded	0.99	sub-11	8	45.0	2	5	0	1	4	1	0	8.083333333333334	0.2	0.5	0.2857142857142857	0.49484536082474223
LC-1	train_oof	expanded	0.99	sub-110	96	45.0	4	0	0	0	0	4	0	7.883333333333334		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-111	96	45.0	5	0	0	0	0	5	0	7.95		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-115	98	45.0	1	1	0	0	1	1	0	6.983333333333333	0.0	0.0	0.0	0.1431980906921241
LC-1	train_oof	expanded	0.99	sub-116	98	45.0	2	2	0	0	2	2	0	7.083333333333333	0.0	0.0	0.0	0.2823529411764706
LC-1	train_oof	expanded	0.99	sub-117	98	45.0	5	0	0	0	0	5	0	6.55		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-118	99	45.0	2	3	0	1	2	1	0	7.258333333333334	0.3333333333333333	0.5	0.4	0.2755453501722158
LC-1	train_oof	expanded	0.99	sub-119	99	45.0	3	2	0	2	0	1	0	7.425	1.0	0.6666666666666666	0.8	0.0
LC-1	train_oof	expanded	0.99	sub-12	92	45.0	9	21	0	6	15	3	0	8.266666666666667	0.2857142857142857	0.6666666666666666	0.4	1.8145161290322578
LC-1	train_oof	expanded	0.99	sub-120	99	45.0	2	5	1	2	3	0	0	6.516666666666667	0.4	1.0	0.5714285714285714	0.46035805626598464
LC-1	train_oof	expanded	0.99	sub-121	100	45.0	1	0	0	0	0	1	0	7.383333333333334		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-122	101	45.0	0	0	0	0	0	0	0	7.241666666666666				0.0
LC-1	train_oof	expanded	0.99	sub-125	104	45.0	3	11	0	2	9	1	0	8.008333333333333	0.18181818181818182	0.6666666666666666	0.2857142857142857	1.1238293444328824
LC-1	train_oof	expanded	0.99	sub-128	108	45.0	1	4	0	0	4	1	0	6.716666666666667	0.0	0.0	0.0	0.5955334987593052
LC-1	train_oof	expanded	0.99	sub-13	91	45.0	0	0	0	0	0	0	0	8.25				0.0
LC-1	train_oof	expanded	0.99	sub-14	9	45.0	3	3	1	1	2	2	0	8.725	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.22922636103151864
LC-1	train_oof	expanded	0.99	sub-15	10	45.0	3	11	0	3	8	0	0	8.991666666666667	0.2727272727272727	1.0	0.42857142857142855	0.8897126969416126
LC-1	train_oof	expanded	0.99	sub-16	11	45.0	7	10	0	3	7	4	0	8.408333333333333	0.3	0.42857142857142855	0.35294117647058826	0.8325074331020813
LC-1	train_oof	expanded	0.99	sub-17	92	45.0	11	14	0	4	10	7	0	8.058333333333334	0.2857142857142857	0.36363636363636365	0.32	1.2409513960703205
LC-1	train_oof	expanded	0.99	sub-19	93	45.0	2	0	0	0	0	2	0	8.375		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-20	13	45.0	2	6	0	1	5	1	0	8.675	0.16666666666666666	0.5	0.25	0.5763688760806917
LC-1	train_oof	expanded	0.99	sub-21	93	45.0	1	1	0	0	1	1	0	8.633333333333333	0.0	0.0	0.0	0.11583011583011583
LC-1	train_oof	expanded	0.99	sub-22	14	45.0	2	0	0	0	0	2	0	8.558333333333334		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-24	16	45.0	2	5	0	2	3	0	0	7.716666666666667	0.4	1.0	0.5714285714285714	0.38876889848812096
LC-1	train_oof	expanded	0.99	sub-27	19	45.0	3	8	1	2	6	1	0	7.875	0.25	0.6666666666666666	0.36363636363636365	0.7619047619047619
LC-1	train_oof	expanded	0.99	sub-28	20	45.0	1	4	0	0	4	1	0	7.1	0.0	0.0	0.0	0.5633802816901409
LC-1	train_oof	expanded	0.99	sub-29	21	45.0	3	0	0	0	0	3	0	9.175		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-3	1	45.0	5	12	0	4	8	1	0	8.25	0.3333333333333333	0.8	0.47058823529411764	0.9696969696969697
LC-1	train_oof	expanded	0.99	sub-30	94	45.0	3	3	0	1	2	2	0	6.891666666666667	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.29020556227327693
LC-1	train_oof	expanded	0.99	sub-31	95	45.0	0	2	0	0	2	0	0	7.025	0.0		0.0	0.2846975088967971
LC-1	train_oof	expanded	0.99	sub-33	84	45.0	8	6	0	2	4	6	0	7.241666666666666	0.3333333333333333	0.25	0.2857142857142857	0.5523590333716917
LC-1	train_oof	expanded	0.99	sub-36	84	45.0	6	7	1	3	4	3	0	7.4	0.42857142857142855	0.5	0.46153846153846156	0.5405405405405405
LC-1	train_oof	expanded	0.99	sub-38	87	45.0	1	5	0	0	5	1	0	7.033333333333333	0.0	0.0	0.0	0.7109004739336493
LC-1	train_oof	expanded	0.99	sub-39	85	45.0	1	2	0	0	2	1	0	7.383333333333334	0.0	0.0	0.0	0.27088036117381487
LC-1	train_oof	expanded	0.99	sub-42	84	45.0	6	2	0	2	0	4	0	7.391666666666667	1.0	0.3333333333333333	0.5	0.0
LC-1	train_oof	expanded	0.99	sub-43	87	45.0	0	4	1	0	4	0	0	6.758333333333334	0.0		0.0	0.5918618988902589
LC-1	train_oof	expanded	0.99	sub-45	24	45.0	1	5	0	0	5	1	0	6.716666666666667	0.0	0.0	0.0	0.7444168734491315
LC-1	train_oof	expanded	0.99	sub-47	87	45.0	0	9	0	0	9	0	0	6.541666666666667	0.0		0.0	1.375796178343949
LC-1	train_oof	expanded	0.99	sub-49	29	45.0	2	2	0	1	1	1	0	7.458333333333333	0.5	0.5	0.5	0.1340782122905028
LC-1	train_oof	expanded	0.99	sub-52	31	45.0	3	2	1	0	2	3	0	7.633333333333334	0.0	0.0	0.0	0.26200873362445415
LC-1	train_oof	expanded	0.99	sub-56	78	45.0	5	1	0	0	1	5	0	7.925	0.0	0.0	0.0	0.12618296529968454
LC-1	train_oof	expanded	0.99	sub-58	78	45.0	5	9	1	2	7	3	0	8.316666666666666	0.2222222222222222	0.4	0.2857142857142857	0.841683366733467
LC-1	train_oof	expanded	0.99	sub-59	79	45.0	5	2	0	2	0	3	0	8.508333333333333	1.0	0.4	0.5714285714285714	0.0
LC-1	train_oof	expanded	0.99	sub-60	80	45.0	0	0	0	0	0	0	0	7.141666666666667				0.0
LC-1	train_oof	expanded	0.99	sub-61	79	45.0	5	2	0	0	2	5	0	7.841666666666667	0.0	0.0	0.0	0.255047821466525
LC-1	train_oof	expanded	0.99	sub-62	80	45.0	2	2	0	0	2	2	0	8.133333333333333	0.0	0.0	0.0	0.24590163934426232
LC-1	train_oof	expanded	0.99	sub-63	81	45.0	1	4	0	1	3	0	0	7.25	0.25	1.0	0.4	0.41379310344827586
LC-1	train_oof	expanded	0.99	sub-64	82	45.0	2	0	0	0	0	2	0	7.216666666666667		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-65	81	45.0	1	6	0	1	5	0	0	7.416666666666667	0.16666666666666666	1.0	0.2857142857142857	0.6741573033707865
LC-1	train_oof	expanded	0.99	sub-66	82	45.0	2	1	0	1	0	1	0	8.85	1.0	0.5	0.6666666666666666	0.0
LC-1	train_oof	expanded	0.99	sub-67	32	45.0	6	0	0	0	0	6	0	7.641666666666667		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-68	33	45.0	2	2	0	0	2	2	0	7.041666666666667	0.0	0.0	0.0	0.28402366863905326
LC-1	train_oof	expanded	0.99	sub-69	34	45.0	1	4	0	1	3	0	0	8.3	0.25	1.0	0.4	0.36144578313253006
LC-1	train_oof	expanded	0.99	sub-70	35	45.0	2	3	0	1	2	1	0	7.225	0.3333333333333333	0.5	0.4	0.2768166089965398
LC-1	train_oof	expanded	0.99	sub-71	36	45.0	3	19	0	3	16	0	0	9.225	0.15789473684210525	1.0	0.2727272727272727	1.7344173441734418
LC-1	train_oof	expanded	0.99	sub-73	38	45.0	1	2	0	0	2	1	0	6.858333333333333	0.0	0.0	0.0	0.2916160388821385
LC-1	train_oof	expanded	0.99	sub-74	39	45.0	2	10	0	1	9	1	0	8.016666666666667	0.1	0.5	0.16666666666666666	1.1226611226611225
LC-1	train_oof	expanded	0.99	sub-77	42	45.0	2	14	1	2	12	0	0	8.925	0.14285714285714285	1.0	0.25	1.3445378151260503
LC-1	train_oof	expanded	0.99	sub-78	43	45.0	2	6	0	2	4	0	0	7.275	0.3333333333333333	1.0	0.5	0.549828178694158
LC-1	train_oof	expanded	0.99	sub-8	6	45.0	0	4	0	0	4	0	0	3.35	0.0		0.0	1.1940298507462686
LC-1	train_oof	expanded	0.99	sub-80	45	45.0	0	2	0	0	2	0	0	6.775	0.0		0.0	0.2952029520295203
LC-1	train_oof	expanded	0.99	sub-81	46	45.0	8	9	0	4	5	4	0	7.483333333333333	0.4444444444444444	0.5	0.47058823529411764	0.6681514476614699
LC-1	train_oof	expanded	0.99	sub-83	50	45.0	1	0	0	0	0	1	0	7.375		0.0	0.0	0.0
LC-1	train_oof	expanded	0.99	sub-84	51	45.0	1	1	0	0	1	1	0	8.416666666666666	0.0	0.0	0.0	0.11881188118811882
LC-1	train_oof	expanded	0.99	sub-86	53	45.0	0	1	0	0	1	0	0	7.808333333333334	0.0		0.0	0.128068303094984
LC-1	train_oof	expanded	0.99	sub-87	54	45.0	2	4	0	1	3	1	0	7.916666666666667	0.25	0.5	0.3333333333333333	0.37894736842105264
LC-1	train_oof	expanded	0.99	sub-91	58	45.0	5	9	0	0	9	5	0	8.45	0.0	0.0	0.0	1.0650887573964498
LC-1	train_oof	expanded	0.99	sub-92	59	45.0	3	14	0	2	12	1	0	8.175	0.14285714285714285	0.6666666666666666	0.23529411764705882	1.4678899082568806
LC-1	train_oof	expanded	0.99	sub-93	60	45.0	3	2	0	0	2	3	0	7.258333333333334	0.0	0.0	0.0	0.2755453501722158
LC-1	train_oof	expanded	0.99	sub-94	61	45.0	2	6	0	1	5	1	0	8.316666666666666	0.16666666666666666	0.5	0.25	0.6012024048096193
LC-1	train_oof	expanded	0.99	sub-95	62	45.0	6	5	0	3	2	3	0	8.133333333333333	0.6	0.5	0.5454545454545454	0.24590163934426232
LC-1	train_oof	expanded	0.99	sub-96	63	45.0	4	15	0	1	14	3	0	8.033333333333333	0.06666666666666667	0.25	0.10526315789473684	1.7427385892116183
LC-1	train_oof	expanded	0.99	sub-98	65	45.0	7	34	0	6	28	1	0	7.45	0.17647058823529413	0.8571428571428571	0.2926829268292683	3.7583892617449663
LC-1	train_oof	expanded	0.99	sub-99	66	45.0	0	2	0	0	2	0	0	8.708333333333334	0.0		0.0	0.2296650717703349
